iRECORD_ID,iCIK,iCUSIP,iPERIOD_END,iFILING_DATE,iAMEND,iRESTATEMENT,iTYPE,iQTY,iMARKET_VALUE,iLONG_FRACTION
4443995,0001044330,254687106,1999-12-31,2000-01-03,0,0,0,72814,1478,0.00426541
4443996,0001044330,064057102,1999-12-31,2000-01-03,0,0,0,16640,569,0.0016421
4443997,0001044330,59021C203,1999-12-31,2000-01-03,0,0,0,9600,4,0.0000115437
4443998,0001044330,428236103,1999-12-31,2000-01-03,0,0,0,9196,721,0.00208076
4443999,0001044330,337358105,1999-12-31,2000-01-03,0,0,0,15346,336,0.000969675
4444000,0001044330,264399106,1999-12-31,2000-01-03,0,0,0,4539,128,0.0003694
4444001,0001044330,460335201,1999-12-31,2000-01-03,0,0,0,20890,1022,0.00294943
4444002,0001044330,097023105,1999-12-31,2000-01-03,0,0,0,5920,49,0.000141411
4444003,0001044330,931142103,1999-12-31,2000-01-03,0,0,0,15507,613,0.00176908
4444004,0001044330,655844108,1999-12-31,2000-01-03,0,0,0,16192,189,0.000545442
4444005,0001044330,478160104,1999-12-31,2000-01-03,0,0,0,29670,1493,0.0043087
4444006,0001044330,084670207,1999-12-31,2000-01-03,0,0,0,135,212,0.000611819
4444007,0001044330,17275R102,1999-12-31,2000-01-03,0,0,0,145759,13986,0.0403627
4444008,0001044330,302571104,1999-12-31,2000-01-03,0,0,0,9000,288,0.00083115
4444009,0001044330,02364J104,1999-12-31,2000-01-03,0,0,0,16248,726,0.00209519
4444010,0001044330,993001379,1999-12-31,2000-01-03,0,0,0,12562,0,0
4444011,0001044330,779991579,1999-12-31,2000-01-03,0,0,0,96,506,0.00146028
4444012,0001086755,008117103,1999-12-31,2000-01-11,0,0,0,6086,478,0.001539
4444013,0001086755,583062104,1999-12-31,2000-01-11,0,0,0,31810,387,0.00124601
4444014,0001086755,812387108,1999-12-31,2000-01-11,0,0,0,109940,4672,0.0150422
4444015,0001086755,345370100,1999-12-31,2000-01-11,0,0,0,72453,4252,0.01369
4444016,0001086755,20847D205,1999-12-31,2000-01-11,0,0,0,30000,746,0.00240186
4444017,0001086755,090945106,1999-12-31,2000-01-11,0,0,0,11450,139,0.000447532
4444018,0001086755,172737108,1999-12-31,2000-01-11,0,0,0,24147,1205,0.00387969
4444019,0001086755,204493100,1999-12-31,2000-01-11,0,0,0,168080,7059,0.0227276
4444020,0001086755,585055106,1999-12-31,2000-01-11,0,0,0,87450,6495,0.0209117
4444021,0001086755,244199105,1999-12-31,2000-01-11,0,0,0,40185,1321,0.00425317
4444022,0001086755,749927109,1999-12-31,2000-01-11,0,0,0,12500,43,0.000138445
4444023,0001086755,459200101,1999-12-31,2000-01-11,0,0,0,53585,9879,0.031807
4444024,0001086755,75086K104,1999-12-31,2000-01-11,0,0,0,60925,369,0.00118805
4444025,0001086755,44180R209,1999-12-31,2000-01-11,0,0,0,14000,355,0.00114298
4444026,0001086755,317923100,1999-12-31,2000-01-11,0,0,0,12400,99,0.000318746
4444027,0001086755,066050105,1999-12-31,2000-01-11,0,0,0,229124,13776,0.044354
4444028,0001086755,247025109,1999-12-31,2000-01-11,0,0,0,122645,8976,0.0288996
4444029,0001086755,084670108,1999-12-31,2000-01-11,0,0,0,5,350,0.00112688
4444030,0001086755,617446448,1999-12-31,2000-01-11,0,0,0,33554,2382,0.00766923
4444031,0001086755,910581107,1999-12-31,2000-01-11,0,0,0,19900,856,0.00275603
4444032,0001086755,549463107,1999-12-31,2000-01-11,0,0,0,181408,19943,0.0642096
4444033,0001086755,208464107,1999-12-31,2000-01-11,0,0,0,97420,2971,0.0095656
4444034,0001086755,171196108,1999-12-31,2000-01-11,0,0,0,131253,12608,0.0405934
4444035,0001086755,086516101,1999-12-31,2000-01-11,0,0,0,242259,14868,0.0478699
4444036,0001086755,17306K209,1999-12-31,2000-01-11,0,0,0,8000,203,0.000653591
4444037,0001086755,067774109,1999-12-31,2000-01-11,0,0,0,296075,12583,0.040513
4444038,0001086755,385269105,1999-12-31,2000-01-11,0,0,0,19500,157,0.000505486
4444039,0001086755,590188108,1999-12-31,2000-01-11,0,0,0,132800,8864,0.028539
4444040,0001086755,354613101,1999-12-31,2000-01-11,0,0,0,71800,2297,0.00739555
4444041,0001086755,866810104,1999-12-31,2000-01-11,0,0,0,194792,16679,0.0537007
4444042,0001086755,811845205,1999-12-31,2000-01-11,0,0,0,10000,251,0.000808134
4444043,0001086755,560321200,1999-12-31,2000-01-11,0,0,0,322731,3691,0.0118838
4444044,0001086755,589331107,1999-12-31,2000-01-11,0,0,0,16645,2455,0.00790426
4444045,0001086755,010392629,1999-12-31,2000-01-11,0,0,0,8000,200,0.000643932
4444046,0001086755,90332M200,1999-12-31,2000-01-11,0,0,0,8000,201,0.000647151
4444047,0001086755,594918104,1999-12-31,2000-01-11,0,0,0,103731,14386,0.046318
4444048,0001086755,931422109,1999-12-31,2000-01-11,0,0,0,165834,9711,0.0312661
4444049,0001086755,05563W206,1999-12-31,2000-01-11,0,0,0,8000,202,0.000650371
4444050,0001086755,24241X346,1999-12-31,2000-01-11,0,0,0,13140,25,0.0000804914
4444051,0001086755,717081103,1999-12-31,2000-01-11,0,0,0,157417,19677,0.0633532
4444052,0001086755,254687106,1999-12-31,2000-01-11,0,0,0,54525,1635,0.00526414
4444053,0001086755,524908100,1999-12-31,2000-01-11,0,0,0,5775,254,0.000817793
4444054,0001086755,939322103,1999-12-31,2000-01-11,0,0,0,397975,15272,0.0491706
4444055,0001086755,428236103,1999-12-31,2000-01-11,0,0,0,164604,11244,0.0362018
4444056,0001086755,16161A108,1999-12-31,2000-01-11,0,0,0,150650,10696,0.0344375
4444057,0001086755,020002101,1999-12-31,2000-01-11,0,0,0,68145,2623,0.00844516
4444058,0001086755,239753106,1999-12-31,2000-01-11,0,0,0,9000,488,0.00157119
4444059,0001086755,406216101,1999-12-31,2000-01-11,0,0,0,31876,944,0.00303936
4444060,0001086755,463664102,1999-12-31,2000-01-11,0,0,0,15500,22,0.0000708325
4444061,0001086755,17275R102,1999-12-31,2000-01-11,0,0,0,218446,20274,0.0652753
4444062,0001086755,172967101,1999-12-31,2000-01-11,0,0,0,260546,12945,0.0416785
4444063,0001086755,200336105,1999-12-31,2000-01-11,0,0,0,62794,1059,0.00340962
4444064,0001086755,02364J104,1999-12-31,2000-01-11,0,0,0,113950,17676,0.0569107
4444065,0001086755,902973106,1999-12-31,2000-01-11,0,0,0,78302,2779,0.00894743
4444066,0001086755,59021K205,1999-12-31,2000-01-11,0,0,0,14000,360,0.00115908
4444067,0001086755,741477103,1999-12-31,2000-01-11,0,0,0,190085,6510,0.02096
4444068,0000018349,079860102,1999-12-31,2000-01-12,0,0,0,324205,1295,0.0029192
4444069,0000018349,852061100,1999-12-31,2000-01-12,0,0,0,27368,539,0.00121502
4444070,0000018349,26483B106,1999-12-31,2000-01-12,0,0,0,9500,280,0.000631178
4444071,0000018349,026874107,1999-12-31,2000-01-12,0,0,0,2193,9,0.0000202879
4444072,0000018349,031162100,1999-12-31,2000-01-12,0,0,0,36496,721,0.00162528
4444073,0000018349,693506107,1999-12-31,2000-01-12,0,0,0,11969,250,0.000563552
4444074,0000018349,31428P103,1999-12-31,2000-01-12,0,0,0,43555,107,0.0002412
4444075,0000018349,31617K204,1999-12-31,2000-01-12,0,0,0,10894,113,0.000254725
4444076,0000018349,237194105,1999-12-31,2000-01-12,0,0,0,52162,302,0.00068077
4444077,0000018349,013817101,1999-12-31,2000-01-12,0,0,0,14683,295,0.000664991
4444078,0000018349,908068109,1999-12-31,2000-01-12,0,0,0,6379,252,0.00056806
4444079,0000018349,294429105,1999-12-31,2000-01-12,0,0,0,14400,236,0.000531993
4444080,0000018349,494368103,1999-12-31,2000-01-12,0,0,0,81705,39,0.0000879141
4444081,0000018349,693390551,1999-12-31,2000-01-12,0,0,0,21183,204,0.000459858
4444082,0000018349,097873103,1999-12-31,2000-01-12,0,0,0,14598,189,0.000426045
4444083,0000018349,532457108,1999-12-31,2000-01-12,0,0,0,11600,27,0.0000608636
4444084,0000018349,026609107,1999-12-31,2000-01-12,0,0,0,120664,149,0.000335877
4444085,0000018349,247025109,1999-12-31,2000-01-12,0,0,0,5517,71,0.000160049
4444086,0000018349,934488107,1999-12-31,2000-01-12,0,0,0,46389,115,0.000259234
4444087,0000018349,92857T107,1999-12-31,2000-01-12,0,0,0,24115,127,0.000286284
4444088,0000018349,084670108,1999-12-31,2000-01-12,0,0,0,21,1138,0.00256529
4444089,0000018349,353496300,1999-12-31,2000-01-12,0,0,0,19826,21,0.0000473383
4444090,0000018349,370334104,1999-12-31,2000-01-12,0,0,0,173933,1664,0.003751
4444091,0000018349,337162101,1999-12-31,2000-01-12,0,0,0,19744,563,0.00126912
4444092,0000018349,55273N863,1999-12-31,2000-01-12,0,0,0,17513,200,0.000450841
4444093,0000018349,423074103,1999-12-31,2000-01-12,0,0,0,14175,207,0.000466621
4444094,0000018349,373298108,1999-12-31,2000-01-12,0,0,0,16368,71,0.000160049
4444095,0000018349,529534109,1999-12-31,2000-01-12,0,0,0,16927,160,0.000360673
4444096,0000018349,852061506,1999-12-31,2000-01-12,0,0,0,5192,205,0.000462112
4444097,0000018349,291011104,1999-12-31,2000-01-12,0,0,0,63196,195,0.00043957
4444098,0000018349,224044107,1999-12-31,2000-01-12,0,0,0,4450,229,0.000516213
4444099,0000018349,620076109,1999-12-31,2000-01-12,0,0,0,65801,398,0.000897174
4444100,0000018349,594918104,1999-12-31,2000-01-12,0,0,0,65266,322,0.000725855
4444101,0000018349,232990AA9,1999-12-31,2000-01-12,0,0,0,450000,456,0.00102792
4444102,0000018349,67060F102,1999-12-31,2000-01-12,0,0,0,10518,133,0.00029981
4444103,0000018349,354723702,1999-12-31,2000-01-12,0,0,0,30020,148,0.000333623
4444104,0000018349,922031307,1999-12-31,2000-01-12,0,0,0,413908,117,0.000263742
4444105,0000018349,74406A102,1999-12-31,2000-01-12,0,0,0,5122,466,0.00105046
4444106,0000018349,500255104,1999-12-31,2000-01-12,0,0,0,4200,303,0.000683025
4444107,0000018349,976657106,1999-12-31,2000-01-12,0,0,0,12050,69,0.00015554
4444108,0000018349,779906106,1999-12-31,2000-01-12,0,0,0,14644,157,0.00035391
4444109,0000018349,343496105,1999-12-31,2000-01-12,0,0,0,78678,180,0.000405757
4444110,0000018349,071813109,1999-12-31,2000-01-12,0,0,0,3349,82,0.000184845
4444111,0000018349,437076102,1999-12-31,2000-01-12,0,0,0,181060,432,0.000973817
4444112,0000018349,314199100,1999-12-31,2000-01-12,0,0,0,32191,318,0.000716838
4444113,0000018349,026300103,1999-12-31,2000-01-12,0,0,0,10545,131,0.000295301
4444114,0000018349,120113105,1999-12-31,2000-01-12,0,0,0,10000,103,0.000232183
4444115,0000018349,882508104,1999-12-31,2000-01-12,0,0,0,76676,387,0.000872378
4444116,0000018349,807066105,1999-12-31,2000-01-12,0,0,0,4051,252,0.00056806
4444117,0000018349,803111103,1999-12-31,2000-01-12,0,0,0,143548,287,0.000646957
4444118,0000018349,300237799,1999-12-31,2000-01-12,0,0,0,11419,236,0.000531993
4444119,0000018349,780257804,1999-12-31,2000-01-12,0,0,0,7499,170,0.000383215
4444120,0000018349,239753106,1999-12-31,2000-01-12,0,0,0,81543,15,0.0000338131
4444121,0000018349,406216101,1999-12-31,2000-01-12,0,0,0,10352,64,0.000144269
4444122,0000018349,87161C105,1999-12-31,2000-01-12,0,0,0,27054600,285432,0.643423
4444123,0000018349,929771103,1999-12-31,2000-01-12,0,0,0,91055,544,0.00122629
4444124,0000018349,858155401,1999-12-31,2000-01-12,0,0,0,12857,154,0.000347148
4444125,0000018349,881694103,1999-12-31,2000-01-12,0,0,0,13558,114,0.00025698
4444126,0000018349,263534109,1999-12-31,2000-01-12,0,0,0,104025,1015,0.00228802
4444127,0000018349,219350105,1999-12-31,2000-01-12,0,0,0,4600,297,0.000669499
4444128,0000018349,026547109,1999-12-31,2000-01-12,0,0,0,25332,351,0.000791227
4444129,0000018349,933907107,1999-12-31,2000-01-12,0,0,0,12655,126,0.00028403
4444130,0000018349,604059105,1999-12-31,2000-01-12,0,0,0,15456,274,0.000617653
4444131,0000018349,739909109,1999-12-31,2000-01-12,0,0,0,10350,141,0.000317843
4444132,0000018349,922031406,1999-12-31,2000-01-12,0,0,0,18438,194,0.000437316
4444133,0000018349,315911107,1999-12-31,2000-01-12,0,0,0,13803,141,0.000317843
4444134,0000018349,345370100,1999-12-31,2000-01-12,0,0,0,80687,120,0.000270505
4444135,0000018349,205887102,1999-12-31,2000-01-12,0,0,0,96555,2191,0.00493897
4444136,0000018349,007924103,1999-12-31,2000-01-12,0,0,0,2973,284,0.000640195
4444137,0000018349,31617K303,1999-12-31,2000-01-12,0,0,0,15561,145,0.00032686
4444138,0000018349,461202103,1999-12-31,2000-01-12,0,0,0,18000,1079,0.00243229
4444139,0000018349,316172105,1999-12-31,2000-01-12,0,0,0,15844,148,0.000333623
4444140,0000018349,281020107,1999-12-31,2000-01-12,0,0,0,16585,21,0.0000473383
4444141,0000018349,758940100,1999-12-31,2000-01-12,0,0,0,13785,346,0.000779956
4444142,0000018349,285661104,1999-12-31,2000-01-12,0,0,0,53830,3345,0.00754032
4444143,0000018349,67065P600,1999-12-31,2000-01-12,0,0,0,14055,142,0.000320097
4444144,0000018349,060505104,1999-12-31,2000-01-12,0,0,0,188441,180,0.000405757
4444145,0000018349,460146103,1999-12-31,2000-01-12,0,0,0,10515,476,0.001073
4444146,0000018349,077853109,1999-12-31,2000-01-12,0,0,0,74042,485,0.00109329
4444147,0000018349,02364J104,1999-12-31,2000-01-12,0,0,0,6900,33,0.0000743888
4444148,0000018349,695629105,1999-12-31,2000-01-12,0,0,0,60680,2355,0.00530866
4444149,0000018349,190441105,1999-12-31,2000-01-12,0,0,0,38095,1350,0.00304318
4444150,0000018349,962166104,1999-12-31,2000-01-12,0,0,0,33060,2374,0.00535149
4444151,0000018349,713448108,1999-12-31,2000-01-12,0,0,0,28944,233,0.00052523
4444152,0000018349,194162103,1999-12-31,2000-01-12,0,0,0,61977,250,0.000563552
4444153,0000018349,31420C209,1999-12-31,2000-01-12,0,0,0,59339,157,0.00035391
4444154,0000018349,191216100,1999-12-31,2000-01-12,0,0,0,11314000,26727,0.0602482
4444155,0000018349,68389X105,1999-12-31,2000-01-12,0,0,0,186479,2003,0.00451518
4444156,0000018349,189054109,1999-12-31,2000-01-12,0,0,0,7396,30,0.0000676262
4444157,0000018349,149123101,1999-12-31,2000-01-12,0,0,0,6455,267,0.000601873
4444158,0000018349,55268B106,1999-12-31,2000-01-12,0,0,0,9152,24,0.000054101
4444159,0000018349,611662107,1999-12-31,2000-01-12,0,0,0,9000,319,0.000719092
4444160,0000018349,571903202,1999-12-31,2000-01-12,0,0,0,92723,2927,0.00659806
4444161,0000018349,314197104,1999-12-31,2000-01-12,0,0,0,166905,1379,0.00310855
4444162,0000018349,949746101,1999-12-31,2000-01-12,0,0,0,11190,226,0.000509451
4444163,0000018349,589331107,1999-12-31,2000-01-12,0,0,0,216226,2362,0.00532444
4444164,0000018349,001055102,1999-12-31,2000-01-12,0,0,0,493197,4326,0.0097517
4444165,0000018349,06423A103,1999-12-31,2000-01-12,0,0,0,66045,59,0.000132998
4444166,0000018349,487903239,1999-12-31,2000-01-12,0,0,0,94636,23,0.0000518468
4444167,0000018349,482480100,1999-12-31,2000-01-12,0,0,0,1800,200,0.000450841
4444168,0000018349,717081103,1999-12-31,2000-01-12,0,0,0,145345,586,0.00132097
4444169,0000018349,268648102,1999-12-31,2000-01-12,0,0,0,10100,448,0.00100988
4444170,0000018349,552984304,1999-12-31,2000-01-12,0,0,0,15742,129,0.000290793
4444171,0000018349,00724F101,1999-12-31,2000-01-12,0,0,0,3900,262,0.000590602
4444172,0000018349,453096109,1999-12-31,2000-01-12,0,0,0,10000,33,0.0000743888
4444173,0000018349,816338107,1999-12-31,2000-01-12,0,0,0,17917,243,0.000547772
4444174,0000018349,370442105,1999-12-31,2000-01-12,0,0,0,4002,291,0.000655974
4444175,0000018349,78387G103,1999-12-31,2000-01-12,0,0,0,222392,1082,0.00243905
4444176,0000018349,110122108,1999-12-31,2000-01-12,0,0,0,164948,929,0.00209416
4444177,0000018349,12490K107,1999-12-31,2000-01-12,0,0,0,8325,512,0.00115415
4444178,0000018349,75952J108,1999-12-31,2000-01-12,0,0,0,57720,9,0.0000202879
4444179,0000018349,172967101,1999-12-31,2000-01-12,0,0,0,35548,495,0.00111583
4444180,0000018349,718154107,1999-12-31,2000-01-12,0,0,0,66524,161,0.000362927
4444181,0000018349,832378301,1999-12-31,2000-01-12,0,0,0,8000,244,0.000550026
4444182,0000018349,91273H101,1999-12-31,2000-01-12,0,0,0,6937,249,0.000561298
4444183,0000018349,293561106,1999-12-31,2000-01-12,0,0,0,60029,244,0.000550026
4444184,0000018349,315809400,1999-12-31,2000-01-12,0,0,0,153094,16,0.0000360673
4444185,0000018349,254687106,1999-12-31,2000-01-12,0,0,0,182325,250,0.000563552
4444186,0000018349,08658U101,1999-12-31,2000-01-12,0,0,0,88932,147,0.000331368
4444187,0000018349,035229103,1999-12-31,2000-01-12,0,0,0,10320,284,0.000640195
4444188,0000018349,020039103,1999-12-31,2000-01-12,0,0,0,12816,580,0.00130744
4444189,0000018349,09247Q106,1999-12-31,2000-01-12,0,0,0,17825,203,0.000457604
4444190,0000018349,002824100,1999-12-31,2000-01-12,0,0,0,25315,123,0.000277267
4444191,0000018349,27826L843,1999-12-31,2000-01-12,0,0,0,10195,94,0.000211895
4444192,0000018349,616880100,1999-12-31,2000-01-12,0,0,0,3460,190,0.000428299
4444193,0000018349,197677107,1999-12-31,2000-01-12,0,0,0,58716,1721,0.00387949
4444194,0000018349,M00015681,1999-12-31,2000-01-12,0,0,0,47,463,0.0010437
4444195,0000018349,020002101,1999-12-31,2000-01-12,0,0,0,10476,252,0.00056806
4444196,0000018349,891906109,1999-12-31,2000-01-12,0,0,0,1556280,4775,0.0107638
4444197,0000018349,58440J104,1999-12-31,2000-01-12,0,0,0,3848,184,0.000414774
4444198,0000018349,373298702,1999-12-31,2000-01-12,0,0,0,8184,17,0.0000383215
4444199,0000018349,362320103,1999-12-31,2000-01-12,0,0,0,149767,348,0.000784464
4444200,0000018349,46612J101,1999-12-31,2000-01-12,0,0,0,3000,484,0.00109104
4444201,0000018349,910581107,1999-12-31,2000-01-12,0,0,0,38676,2055,0.0046324
4444202,0000018349,922907209,1999-12-31,2000-01-12,0,0,0,215504,1604,0.00361575
4444203,0000018349,36225X100,1999-12-31,2000-01-12,0,0,0,47240,1405,0.00316716
4444204,0000018349,383743580,1999-12-31,2000-01-12,0,0,0,278592,11,0.0000247963
4444205,0000018349,143658102,1999-12-31,2000-01-12,0,0,0,10650,325,0.000732617
4444206,0000018349,053015103,1999-12-31,2000-01-12,0,0,0,14114,237,0.000534247
4444207,0000018349,30231G102,1999-12-31,2000-01-12,0,0,0,307071,1332,0.0030026
4444208,0000018349,811850106,1999-12-31,2000-01-12,0,0,0,5600,251,0.000565806
4444209,0000018349,984121103,1999-12-31,2000-01-12,0,0,0,93460,7,0.0000157794
4444210,0000018349,369604103,1999-12-31,2000-01-12,0,0,0,271368,4932,0.0111177
4444211,0000018349,M00015517,1999-12-31,2000-01-12,0,0,0,331551,332,0.000748397
4444212,0000018349,617446448,1999-12-31,2000-01-12,0,0,0,7733,214,0.0004824
4444213,0000018349,270312200,1999-12-31,2000-01-12,0,0,0,10000,2,0.00000450841
4444214,0000018349,546347105,1999-12-31,2000-01-12,0,0,0,17178,13,0.0000293047
4444215,0000018349,208464107,1999-12-31,2000-01-12,0,0,0,14975,267,0.000601873
4444216,0000018349,656569100,1999-12-31,2000-01-12,0,0,0,3000,303,0.000683025
4444217,0000018349,931422109,1999-12-31,2000-01-12,0,0,0,16350,176,0.00039674
4444218,0000018349,866810104,1999-12-31,2000-01-12,0,0,0,49209,310,0.000698804
4444219,0000018349,339030108,1999-12-31,2000-01-12,0,0,0,94136,31,0.0000698804
4444220,0000018349,746870104,1999-12-31,2000-01-12,0,0,0,22547,189,0.000426045
4444221,0000018349,372460105,1999-12-31,2000-01-12,0,0,0,51248,109,0.000245709
4444222,0000018349,747525103,1999-12-31,2000-01-12,0,0,0,7208,881,0.00198596
4444223,0000018349,M00101366,1999-12-31,2000-01-12,0,0,0,1,4153,0.00936172
4444224,0000018349,458140100,1999-12-31,2000-01-12,0,0,0,165389,645,0.00145396
4444225,0000018349,487903312,1999-12-31,2000-01-12,0,0,0,20262,14,0.0000315589
4444226,0000018349,792860108,1999-12-31,2000-01-12,0,0,0,6367,214,0.0004824
4444227,0000018349,208251306,1999-12-31,2000-01-12,0,0,0,10000,248,0.000559043
4444228,0000018349,872375100,1999-12-31,2000-01-12,0,0,0,49000,184,0.000414774
4444229,0000018349,M00022638,1999-12-31,2000-01-12,0,0,0,80000,80,0.000180337
4444230,0000018349,375766102,1999-12-31,2000-01-12,0,0,0,46824,701,0.0015802
4444231,0000018349,939322103,1999-12-31,2000-01-12,0,0,0,69368,1795,0.0040463
4444232,0000018349,913017109,1999-12-31,2000-01-12,0,0,0,8714,16,0.0000360673
4444233,0000018349,277461109,1999-12-31,2000-01-12,0,0,0,8473,333,0.000750651
4444234,0000018349,879664100,1999-12-31,2000-01-12,0,0,0,3250,209,0.000471129
4444235,0000018349,548661107,1999-12-31,2000-01-12,0,0,0,77168,4390,0.00989597
4444236,0000018349,001957109,1999-12-31,2000-01-12,0,0,0,150815,788,0.00177632
4444237,0000018349,928559103,1999-12-31,2000-01-12,0,0,0,15000,85,0.000191608
4444238,0000018349,038222105,1999-12-31,2000-01-12,0,0,0,27995,3547,0.00799567
4444239,0000018349,166751107,1999-12-31,2000-01-12,0,0,0,69636,451,0.00101665
4444240,0000018349,487836108,1999-12-31,2000-01-12,0,0,0,32540,1003,0.00226097
4444241,0000018349,806857108,1999-12-31,2000-01-12,0,0,0,59393,157,0.00035391
4444242,0000018349,867914103,1999-12-31,2000-01-12,0,0,0,268132,586,0.00132097
4444243,0000018349,009158106,1999-12-31,2000-01-12,0,0,0,37334,1253,0.00282452
4444244,0000018349,580135101,1999-12-31,2000-01-12,0,0,0,30440,323,0.000728109
4444245,0000018349,055622104,1999-12-31,2000-01-12,0,0,0,66852,458,0.00103243
