pSP_CUSIP,pSP_EXCHANGE,pSP_TICKER,pSP_DATE,pSP_VOLUME,pSP_OPEN,pSP_HIGH,pSP_LOW,pSP_CLOSE
013817101,"N     ","AA    ",1997-12-19,5264000,17.5938,17.5938,17.0469,17.4375
013817101,"N     ","AA    ",1997-12-22,2332000,17.5,17.6875,17.25,17.4844
013817101,"N     ","AA    ",1997-12-23,2509200,17.4844,17.625,17.2812,17.375
013817101,"N     ","AA    ",1997-12-24,786000,17.3438,17.3438,17.1406,17.2188
013817101,"N     ","AA    ",1997-12-26,596400,17.2344,17.3125,17.1015,17.125
013817101,"N     ","AA    ",1997-12-29,3011200,17.25,17.4062,17.2344,17.2812
013817101,"N     ","AA    ",1997-12-30,5325200,17.2812,17.5938,17.1875,17.4688
013817101,"N     ","AA    ",1997-12-31,2423600,17.4062,17.9688,17.4062,17.5938
013817101,"N     ","AA    ",1998-01-02,2103600,17.8438,17.9062,17.6719,17.8125
013817101,"N     ","AA    ",1998-01-05,4190800,18,18.2812,17.9688,18.125
013817101,"N     ","AA    ",1998-01-06,3061200,18.0312,18.0312,17.7031,17.7188
013817101,"N     ","AA    ",1998-01-07,2740000,17.3906,17.75,17.3906,17.75
013817101,"N     ","AA    ",1998-01-08,1965200,17.75,17.875,16.9688,17
013817101,"N     ","AA    ",1998-01-09,6072400,16.9844,16.9844,16.5625,16.5625
013817101,"N     ","AA    ",1998-01-12,4367200,16.2656,16.5625,16.2656,16.5312
013817101,"N     ","AA    ",1998-01-13,3355600,16.75,16.75,16.3125,16.5
013817101,"N     ","AA    ",1998-01-14,5230000,16.5938,16.7031,16.4688,16.5469
013817101,"N     ","AA    ",1998-01-15,4021600,16.5156,16.5781,16.3594,16.4844
013817101,"N     ","AA    ",1998-01-16,6400400,16.6875,16.8438,16.4688,16.625
013817101,"N     ","AA    ",1998-01-20,5231200,16.625,17.0938,16.5938,17.0781
013817101,"N     ","AA    ",1998-01-21,3260400,17.1094,17.2812,17.0156,17.1562
013817101,"N     ","AA    ",1998-01-22,2570800,17.375,17.375,16.9062,16.9062
013817101,"N     ","AA    ",1998-01-23,3424000,17.125,17.3438,16.9844,17.2812
013817101,"N     ","AA    ",1998-01-26,3908400,17.25,17.5156,17.25,17.375
013817101,"N     ","AA    ",1998-01-27,3330800,17.375,17.6094,17.3438,17.4844
013817101,"N     ","AA    ",1998-01-28,3558000,17.5,18.0625,17.5,18.0312
013817101,"N     ","AA    ",1998-01-29,6914000,18.0938,18.9375,18.0938,18.9375
013817101,"N     ","AA    ",1998-01-30,7608800,18.9375,19.25,18.75,19.0938
013817101,"N     ","AA    ",1998-02-02,6616400,19.25,19.5469,19.1562,19.5156
013817101,"N     ","AA    ",1998-02-03,2510000,19.4531,19.4531,19.1875,19.2656
013817101,"N     ","AA    ",1998-02-04,3993600,19.1562,19.2344,18.8594,19.0312
013817101,"N     ","AA    ",1998-02-05,1624800,19.125,19.1719,18.7656,18.8906
013817101,"N     ","AA    ",1998-02-06,1121200,18.9062,19.0938,18.8906,18.9844
013817101,"N     ","AA    ",1998-02-09,1116400,18.9219,19,18.7656,18.8125
013817101,"N     ","AA    ",1998-02-10,2052400,18.7656,19.1094,18.75,19
013817101,"N     ","AA    ",1998-02-11,1358800,19.0156,19.0469,18.8594,18.9219
013817101,"N     ","AA    ",1998-02-12,3035200,18.8906,19.2344,18.875,19.2344
013817101,"N     ","AA    ",1998-02-13,2268000,19.2031,19.3281,19.0156,19.2188
013817101,"N     ","AA    ",1998-02-17,3524000,19.1875,19.2031,18.9531,18.9844
013817101,"N     ","AA    ",1998-02-18,2739200,19,19.1094,18.625,18.625
013817101,"N     ","AA    ",1998-02-19,2245600,18.5625,18.6094,18.2969,18.375
013817101,"N     ","AA    ",1998-02-20,2604400,18.25,18.3125,18.0625,18.0625
013817101,"N     ","AA    ",1998-02-23,5665600,18.125,18.125,17.6562,17.6875
013817101,"N     ","AA    ",1998-02-24,4758000,17.5,17.7188,17.3125,17.7031
013817101,"N     ","AA    ",1998-02-25,2595200,17.75,18.1094,17.75,17.9531
013817101,"N     ","AA    ",1998-02-26,1111200,17.9062,18.0781,17.8594,18.0625
013817101,"N     ","AA    ",1998-02-27,3370000,18.1094,18.4688,17.9375,18.3438
013817101,"N     ","AA    ",1998-03-02,2924000,18.2812,18.375,17.6875,17.7188
013817101,"N     ","AA    ",1998-03-03,2816000,17.6562,18.1562,17.6562,18.0781
013817101,"N     ","AA    ",1998-03-04,2178800,18.0938,18.1094,17.8594,17.9219
013817101,"N     ","AA    ",1998-03-05,1791200,17.6875,17.9062,17.5938,17.7031
013817101,"N     ","AA    ",1998-03-06,2690800,17.7031,17.9062,17.6562,17.9062
013817101,"N     ","AA    ",1998-03-09,4910400,17.875,18.4531,17.7812,17.8594
013817101,"N     ","AA    ",1998-03-10,4074800,18.0625,18.3125,18,18.3125
013817101,"N     ","AA    ",1998-03-11,2724000,18.375,18.4062,18.0625,18.0781
013817101,"N     ","AA    ",1998-03-12,4466800,17.875,17.875,17.5781,17.8438
013817101,"N     ","AA    ",1998-03-13,3547600,17.9375,17.9375,17.4688,17.4844
013817101,"N     ","AA    ",1998-03-16,2659200,17.6406,18.125,17.6094,18.0156
013817101,"N     ","AA    ",1998-03-17,3060400,18.3125,18.3281,18.125,18.2031
013817101,"N     ","AA    ",1998-03-18,3773200,18.1406,18.1562,17.8438,18.1562
013817101,"N     ","AA    ",1998-03-19,3610800,18.1875,18.6406,18.1719,18.5625
013817101,"N     ","AA    ",1998-03-20,4120400,18.5625,18.5625,18.1406,18.2969
013817101,"N     ","AA    ",1998-03-23,3000400,18.2812,18.2812,18.0156,18.0469
013817101,"N     ","AA    ",1998-03-24,2472400,18.0625,18.1719,17.8125,17.9062
013817101,"N     ","AA    ",1998-03-25,4458000,18,18.1562,17.9375,18.0469
013817101,"N     ","AA    ",1998-03-26,3537600,18.0312,18.1094,17.9375,17.9375
013817101,"N     ","AA    ",1998-03-27,2481200,17.9531,17.9844,17.5938,17.6875
013817101,"N     ","AA    ",1998-03-30,4086800,17.5,17.5312,17,17.0781
013817101,"N     ","AA    ",1998-03-31,4178400,17.1094,17.25,17.0938,17.2031
013817101,"N     ","AA    ",1998-04-01,3332800,17.25,17.2812,17,17.125
013817101,"N     ","AA    ",1998-04-02,5736400,17.25,17.5,17.2344,17.3906
013817101,"N     ","AA    ",1998-04-03,5404000,17.5,17.5469,17.1406,17.25
013817101,"N     ","AA    ",1998-04-06,8082800,17.75,17.9375,17.2031,17.3906
013817101,"N     ","AA    ",1998-04-07,5083600,17.4062,17.4688,16.9062,16.9375
013817101,"N     ","AA    ",1998-04-08,8208000,17.1875,17.2188,17.0781,17.1562
013817101,"N     ","AA    ",1998-04-09,6607200,17.1875,17.5156,17.1719,17.5156
013817101,"N     ","AA    ",1998-04-13,5288000,17.7344,17.9844,17.5469,17.8281
013817101,"N     ","AA    ",1998-04-14,8526400,18.25,19.0469,18.2344,19
013817101,"N     ","AA    ",1998-04-15,14366000,19.5,19.7188,19.2969,19.625
013817101,"N     ","AA    ",1998-04-16,5619600,19.5625,19.5625,19.125,19.25
013817101,"N     ","AA    ",1998-04-17,3305200,19.1875,19.2471,19.0781,19.1562
013817101,"N     ","AA    ",1998-04-20,3449200,19.1406,19.4375,19.0312,19.3125
013817101,"N     ","AA    ",1998-04-21,3736400,19.4688,19.6094,19.25,19.5938
013817101,"N     ","AA    ",1998-04-22,2665600,19.5625,19.6875,19.4375,19.6719
013817101,"N     ","AA    ",1998-04-23,3142400,19.6719,19.7812,19.5938,19.75
013817101,"N     ","AA    ",1998-04-24,3129200,19.75,19.8281,19.4688,19.5156
013817101,"N     ","AA    ",1998-04-27,4836400,19.125,19.3438,19.125,19.2812
013817101,"N     ","AA    ",1998-04-28,4229600,19.3438,19.3438,18.875,19.0625
013817101,"N     ","AA    ",1998-04-29,2791600,19.25,19.3125,19.1562,19.1875
013817101,"N     ","AA    ",1998-04-30,3223600,19.1562,19.5938,19.1562,19.375
013817101,"N     ","AA    ",1998-05-01,2268000,19.375,19.5156,19.2188,19.4531
013817101,"N     ","AA    ",1998-05-04,1345200,19.5938,19.625,19.3906,19.5469
013817101,"N     ","AA    ",1998-05-05,1758400,19.6094,19.6094,19.3125,19.3125
013817101,"N     ","AA    ",1998-05-06,2121600,19.4688,19.4688,18.9844,19.0156
013817101,"N     ","AA    ",1998-05-07,4692400,19.0156,19.0625,18.7031,18.7344
013817101,"N     ","AA    ",1998-05-08,1726000,18.7344,19.0625,18.7344,18.875
013817101,"N     ","AA    ",1998-05-11,2362800,18.9062,19.1875,18.9062,19.0938
013817101,"N     ","AA    ",1998-05-12,1394800,19.1406,19.3125,19.1094,19.2188
013817101,"N     ","AA    ",1998-05-13,3423200,19.2188,19.2344,18.9844,19.1875
013817101,"N     ","AA    ",1998-05-14,3884800,19,19.1875,19,19.0312
013817101,"N     ","AA    ",1998-05-15,4280400,18.9844,18.9844,18.5,18.5
013817101,"N     ","AA    ",1998-05-18,2523600,18.5312,18.5781,18.25,18.2969
013817101,"N     ","AA    ",1998-05-19,2872400,18.2969,18.2969,17.8438,17.875
013817101,"N     ","AA    ",1998-05-20,2521600,17.8906,18.0469,17.8125,17.875
013817101,"N     ","AA    ",1998-05-21,3644800,17.9688,18.2344,17.7969,17.8594
013817101,"N     ","AA    ",1998-05-22,1217600,17.9688,17.9688,17.75,17.8281
013817101,"N     ","AA    ",1998-05-26,2036400,17.7812,17.9062,17.6562,17.6719
013817101,"N     ","AA    ",1998-05-27,3021600,17.6875,17.7812,17.4219,17.75
013817101,"N     ","AA    ",1998-05-28,2864800,17.7031,17.7188,17.5156,17.5469
013817101,"N     ","AA    ",1998-05-29,2404400,17.6094,17.6875,17.3438,17.3438
013817101,"N     ","AA    ",1998-06-01,2989600,17.4062,17.5312,17.1406,17.1562
013817101,"N     ","AA    ",1998-06-02,2228800,17.1562,17.3438,17.1406,17.2969
013817101,"N     ","AA    ",1998-06-03,2099600,17.2812,17.4375,17.0781,17.1094
013817101,"N     ","AA    ",1998-06-04,1995600,17.1094,17.1094,16.8281,17
013817101,"N     ","AA    ",1998-06-05,2104000,17.0781,17.2812,17.0156,17.1719
013817101,"N     ","AA    ",1998-06-08,2459200,17.2031,17.4531,17.2031,17.25
013817101,"N     ","AA    ",1998-06-09,1706400,17.2656,17.3125,17.0625,17.1562
013817101,"N     ","AA    ",1998-06-10,2802800,17.1094,17.1094,16.6875,16.6875
013817101,"N     ","AA    ",1998-06-11,6282000,16.625,16.6719,16.3281,16.3281
013817101,"N     ","AA    ",1998-06-12,4520000,16.3281,16.4844,16.2031,16.25
013817101,"N     ","AA    ",1998-06-15,5122800,16.25,16.2812,15.9375,15.9375
013817101,"N     ","AA    ",1998-06-16,7404000,15.9531,16.25,15.75,15.7812
013817101,"N     ","AA    ",1998-06-17,7839600,16.25,16.375,16.0625,16.1719
013817101,"N     ","AA    ",1998-06-18,4357600,16.25,16.3281,15.9375,15.9688
013817101,"N     ","AA    ",1998-06-19,4965200,16.0312,16.2656,16.0312,16.1094
013817101,"N     ","AA    ",1998-06-22,2620400,16.1875,16.25,15.9688,16
013817101,"N     ","AA    ",1998-06-23,2310000,16.2188,16.2344,16.0781,16.125
013817101,"N     ","AA    ",1998-06-24,3267600,16.0625,16.0625,15.8281,15.875
013817101,"N     ","AA    ",1998-06-25,5693200,15.9531,16.2188,15.6875,15.8281
013817101,"N     ","AA    ",1998-06-26,3835600,15.875,16.5156,15.8438,16.4375
013817101,"N     ","AA    ",1998-06-29,3860000,16.5781,16.7969,16.4062,16.5156
013817101,"N     ","AA    ",1998-06-30,3241200,16.5625,16.6094,16.4062,16.4844
013817101,"N     ","AA    ",1998-07-01,4268000,16.5938,16.75,16.5,16.75
013817101,"N     ","AA    ",1998-07-02,2535200,16.875,16.875,16.5312,16.5625
013817101,"N     ","AA    ",1998-07-06,3239200,16.5781,16.625,16.25,16.25
013817101,"N     ","AA    ",1998-07-07,7610800,16.2656,17.1875,16.1562,16.4219
013817101,"N     ","AA    ",1998-07-08,4640000,16.625,16.8125,16.4688,16.5938
013817101,"N     ","AA    ",1998-07-09,3596000,16.5625,16.625,16.3594,16.4375
013817101,"N     ","AA    ",1998-07-10,3688000,16.4375,16.4531,15.9219,16.0938
013817101,"N     ","AA    ",1998-07-13,2548000,16.3438,16.4219,16.125,16.3438
013817101,"N     ","AA    ",1998-07-14,4647200,16.375,17.1562,16.375,17.1562
013817101,"N     ","AA    ",1998-07-15,10248800,17.875,18.1875,17.7656,18.0938
013817101,"N     ","AA    ",1998-07-16,5652400,18,18.5,18,18.2812
013817101,"N     ","AA    ",1998-07-17,5708400,18.4219,18.4219,18.0625,18.1406
013817101,"N     ","AA    ",1998-07-20,4489200,18.1562,18.2188,17.7812,17.9531
013817101,"N     ","AA    ",1998-07-21,3366000,17.9844,18.0156,17.8906,17.9375
013817101,"N     ","AA    ",1998-07-22,5566000,17.9062,18.0938,17.875,17.9688
013817101,"N     ","AA    ",1998-07-23,4086800,17.9844,18.0156,17.7812,17.8125
013817101,"N     ","AA    ",1998-07-24,4156000,17.8281,17.9062,17.625,17.6562
013817101,"N     ","AA    ",1998-07-27,2624800,17.6562,17.6562,17.3906,17.5469
013817101,"N     ","AA    ",1998-07-28,2371600,17.5,17.5,17.125,17.375
013817101,"N     ","AA    ",1998-07-29,2411600,17.4375,17.5312,17.2656,17.4219
013817101,"N     ","AA    ",1998-07-30,4696800,17.375,17.7188,17.3594,17.6406
013817101,"N     ","AA    ",1998-07-31,3988400,17.6562,17.6562,17.2969,17.3281
013817101,"N     ","AA    ",1998-08-03,2900000,17.25,17.2656,16.875,16.9688
013817101,"N     ","AA    ",1998-08-04,4170800,17.0625,17.0938,16.3438,16.4062
013817101,"N     ","AA    ",1998-08-05,4051200,16.3125,16.375,16.0156,16.25
013817101,"N     ","AA    ",1998-08-06,4723200,16,16.2812,15.8281,16.2812
013817101,"N     ","AA    ",1998-08-07,2688800,16.2344,16.7031,16.2188,16.6875
013817101,"N     ","AA    ",1998-08-10,1940000,16.5469,16.8125,16.3906,16.7969
013817101,"N     ","AA    ",1998-08-11,2958000,16.625,16.625,16.1406,16.3594
013817101,"N     ","AA    ",1998-08-12,3209200,16.5,16.6562,16.3594,16.375
013817101,"N     ","AA    ",1998-08-13,4172400,16.375,16.4844,16.0156,16.0156
013817101,"N     ","AA    ",1998-08-14,2774000,16.25,16.2656,15.7656,15.7969
013817101,"N     ","AA    ",1998-08-17,2550800,15.9062,16.1875,15.8438,16.1562
013817101,"N     ","AA    ",1998-08-18,3015600,16.125,16.75,16.0469,16.75
013817101,"N     ","AA    ",1998-08-19,5787200,17.125,17.125,16.875,17
013817101,"N     ","AA    ",1998-08-20,3149200,16.9844,17.2656,16.9375,17.1719
013817101,"N     ","AA    ",1998-08-21,3248800,17.125,17.1406,16.5156,16.6094
013817101,"N     ","AA    ",1998-08-24,2199600,16.625,16.75,16.2188,16.25
013817101,"N     ","AA    ",1998-08-25,3163200,16.375,16.4844,15.875,15.9375
013817101,"N     ","AA    ",1998-08-26,5112800,15.7656,15.8125,15.5156,15.625
013817101,"N     ","AA    ",1998-08-27,6001200,15.375,15.4688,14.5,14.8281
013817101,"N     ","AA    ",1998-08-28,4717200,15.0625,15.1562,14.8281,15.1562
013817101,"N     ","AA    ",1998-08-31,4172000,15.1406,15.3281,14.9688,14.9688
013817101,"N     ","AA    ",1998-09-01,4176400,15.25,15.8594,14.9688,15.7812
013817101,"N     ","AA    ",1998-09-02,4686000,16.25,16.25,15.5156,15.5469
013817101,"N     ","AA    ",1998-09-03,5183200,15.5469,16.375,15.375,16.1719
013817101,"N     ","AA    ",1998-09-04,4916000,16.4062,16.4219,15.5625,15.9375
013817101,"N     ","AA    ",1998-09-08,4723200,16.7188,16.9062,16.3594,16.8125
013817101,"N     ","AA    ",1998-09-09,7349600,16.8125,17.1094,16.5625,16.5938
013817101,"N     ","AA    ",1998-09-10,4237600,16.1562,16.375,16.125,16.2344
013817101,"N     ","AA    ",1998-09-11,4180800,16.3125,17.0312,16.2031,17.0156
013817101,"N     ","AA    ",1998-09-14,5482800,17.2656,17.7656,17.2656,17.5156
013817101,"N     ","AA    ",1998-09-15,5934000,17.3125,17.6562,17.2188,17.5625
013817101,"N     ","AA    ",1998-09-16,6271600,17.5938,17.7812,17.3281,17.75
013817101,"N     ","AA    ",1998-09-17,3098000,17.4062,17.4219,16.9688,16.9688
013817101,"N     ","AA    ",1998-09-18,4024400,17.2031,17.2031,16.8125,16.9531
013817101,"N     ","AA    ",1998-09-21,4955200,16.75,17,16.6406,17
013817101,"N     ","AA    ",1998-09-22,5888400,17.0625,17.2812,17,17.0469
013817101,"N     ","AA    ",1998-09-23,3328800,17.2188,18.0312,17.1406,18.0312
013817101,"N     ","AA    ",1998-09-24,3796000,17.875,18.1094,17.5,17.5938
013817101,"N     ","AA    ",1998-09-25,5720000,17.4375,18.0781,17.3125,17.9375
013817101,"N     ","AA    ",1998-09-28,4125600,18.0938,18.5,18.0469,18.1406
013817101,"N     ","AA    ",1998-09-29,5155600,18.0938,18.1875,17.625,18.0938
013817101,"N     ","AA    ",1998-09-30,4862400,18,18.0156,17.4531,17.75
013817101,"N     ","AA    ",1998-10-01,2769200,17.6875,17.6875,17.0156,17.0469
013817101,"N     ","AA    ",1998-10-02,3391600,17.0469,17.4219,16.8281,17.2812
013817101,"N     ","AA    ",1998-10-05,3446400,17.0938,17.2344,16.8125,17.0469
013817101,"N     ","AA    ",1998-10-06,5494000,17.2656,18.125,17.2656,18.125
013817101,"N     ","AA    ",1998-10-07,7253200,18.1094,18.4062,17.875,18.1562
013817101,"N     ","AA    ",1998-10-08,8471200,18.125,18.6562,17.9375,18.3125
013817101,"N     ","AA    ",1998-10-09,10287600,18.6875,19.5,18.6406,19.4844
013817101,"N     ","AA    ",1998-10-12,6151200,19.5,19.75,19.3594,19.625
013817101,"N     ","AA    ",1998-10-13,6136400,19.0156,19.0938,18.6094,18.6875
013817101,"N     ","AA    ",1998-10-14,3740400,18.75,18.75,18.2188,18.25
013817101,"N     ","AA    ",1998-10-15,3900400,18.3125,19.2812,18.0625,19.2812
013817101,"N     ","AA    ",1998-10-16,9408800,19.5312,20.3125,19.2969,19.8125
013817101,"N     ","AA    ",1998-10-19,2935200,19.7812,19.9531,19.5156,19.5156
013817101,"N     ","AA    ",1998-10-20,5861600,20,20.0938,19.5781,19.5781
013817101,"N     ","AA    ",1998-10-21,3660000,19.7969,19.8125,19.5,19.5312
013817101,"N     ","AA    ",1998-10-22,2439600,19.5156,19.5156,19.25,19.375
013817101,"N     ","AA    ",1998-10-23,2890800,19.2812,19.3438,19.0156,19.0156
013817101,"N     ","AA    ",1998-10-26,2836800,19.0312,19.0938,18.7812,18.7969
013817101,"N     ","AA    ",1998-10-27,3915200,18.8906,19.3594,18.8906,18.9688
013817101,"N     ","AA    ",1998-10-28,2878800,18.9375,19.0312,18.5938,18.625
013817101,"N     ","AA    ",1998-10-29,3439200,18.6562,19.375,18.5938,19.375
013817101,"N     ","AA    ",1998-10-30,3258400,19.4219,19.9844,19.4219,19.8125
013817101,"N     ","AA    ",1998-11-02,3430400,19.75,19.75,19.2969,19.2969
013817101,"N     ","AA    ",1998-11-03,2138800,19.2188,19.5469,19.2188,19.5
013817101,"N     ","AA    ",1998-11-04,2915200,19.5938,19.9062,19.4844,19.8281
013817101,"N     ","AA    ",1998-11-05,5625600,19.9062,20.0625,19.8438,20
013817101,"N     ","AA    ",1998-11-06,2836000,20,20,19.5312,19.8438
013817101,"N     ","AA    ",1998-11-09,2888000,19.8594,20.0938,19.6562,19.7656
013817101,"N     ","AA    ",1998-11-10,2924800,19.7031,19.8906,19.5938,19.6094
013817101,"N     ","AA    ",1998-11-11,3446400,19.7188,19.875,19.6406,19.7344
013817101,"N     ","AA    ",1998-11-12,3293600,19.7344,20,19.4688,19.5156
013817101,"N     ","AA    ",1998-11-13,1446000,19.5469,19.8594,19.3906,19.7188
013817101,"N     ","AA    ",1998-11-16,2442400,19.9062,19.9375,19.2344,19.2656
013817101,"N     ","AA    ",1998-11-17,3214800,19.2031,19.8594,19.0312,19.7344
013817101,"N     ","AA    ",1998-11-18,3066800,19.5,19.8438,19.5,19.7969
013817101,"N     ","AA    ",1998-11-19,2415200,19.8438,19.9844,19.6562,19.8281
013817101,"N     ","AA    ",1998-11-20,3710800,19.8438,20.1562,19.8281,19.9531
013817101,"N     ","AA    ",1998-11-23,2815200,20.0312,20.1094,19.9688,20.0781
013817101,"N     ","AA    ",1998-11-24,4288400,20.0781,20.0781,19.4688,19.4688
013817101,"N     ","AA    ",1998-11-25,3082800,19.4375,19.6094,19.375,19.5
013817101,"N     ","AA    ",1998-11-27,914400,19.5312,19.5781,19.4062,19.5469
013817101,"N     ","AA    ",1998-11-30,3285200,19.25,19.2812,18.5312,18.5625
013817101,"N     ","AA    ",1998-12-01,5488800,18.25,18.5625,18.2344,18.25
013817101,"N     ","AA    ",1998-12-02,3996400,18.1875,18.8125,18.1094,18.6562
013817101,"N     ","AA    ",1998-12-03,3338400,18.4062,18.4688,18.125,18.2656
013817101,"N     ","AA    ",1998-12-04,3832400,18.2812,18.625,18.0156,18.0156
013817101,"N     ","AA    ",1998-12-07,2459200,18.0938,18.6875,18.0938,18.5625
013817101,"N     ","AA    ",1998-12-08,2662400,18.7344,18.875,18.5,18.6406
013817101,"N     ","AA    ",1998-12-09,1865200,18.7188,18.7188,18.2031,18.5625
013817101,"N     ","AA    ",1998-12-10,2320000,18.5,18.5781,18.1719,18.1719
013817101,"N     ","AA    ",1998-12-11,3069600,18.2344,18.2969,17.9062,18.2344
013817101,"N     ","AA    ",1998-12-14,3272000,18.1094,18.8125,18.0781,18.2344
013817101,"N     ","AA    ",1998-12-15,3110000,18.25,18.2656,17.5938,17.7656
