pSP_CUSIP,pSP_EXCHANGE,pSP_TICKER,pSP_DATE,pSP_VOLUME,pSP_OPEN,pSP_HIGH,pSP_LOW,pSP_CLOSE
013817101,"N     ","AA    ",1998-12-16,3302400,17.8125,17.9844,17.3594,17.9219
013817101,"N     ","AA    ",1998-12-17,3550400,17.9844,18.0156,17.5938,17.6094
013817101,"N     ","AA    ",1998-12-18,5306800,17.6875,17.6875,17.2812,17.3438
013817101,"N     ","AA    ",1998-12-21,6500000,17.3125,17.6875,17.2656,17.4062
013817101,"N     ","AA    ",1998-12-22,2575600,17.4688,17.5312,17.3125,17.3125
013817101,"N     ","AA    ",1998-12-23,3271600,17.3281,17.9531,17.3281,17.8906
013817101,"N     ","AA    ",1998-12-24,779200,17.9062,18.1094,17.75,18.0781
013817101,"N     ","AA    ",1998-12-28,1562000,18.0781,18.0781,17.875,18.0312
013817101,"N     ","AA    ",1998-12-29,2307200,18.0312,18.4375,17.9688,18.1406
013817101,"N     ","AA    ",1998-12-30,2451600,18.1562,18.625,18.1406,18.5625
013817101,"N     ","AA    ",1998-12-31,2259600,18.5312,18.7812,18.5312,18.6406
013817101,"N     ","AA    ",1999-01-04,3024400,18.6406,19,18.4219,18.4375
013817101,"N     ","AA    ",1999-01-05,2786400,18.6875,19.125,18.6562,18.8125
013817101,"N     ","AA    ",1999-01-06,4617200,18.75,19.75,18.75,19.5625
013817101,"N     ","AA    ",1999-01-07,5132000,19.2656,19.5,19.0625,19.3125
013817101,"N     ","AA    ",1999-01-08,14003600,20.7188,21.2969,20.6875,21.2812
013817101,"N     ","AA    ",1999-01-11,11342800,21.2812,22.5312,21.0938,22.0469
013817101,"N     ","AA    ",1999-01-12,9942400,21.6094,21.7656,21.2656,21.3125
013817101,"N     ","AA    ",1999-01-13,11898000,20.8125,21.4688,20.625,20.9688
013817101,"N     ","AA    ",1999-01-14,5201200,21.0312,21.0938,20.3906,20.4062
013817101,"N     ","AA    ",1999-01-15,5051600,20.5156,21.5312,20.2344,21.5156
013817101,"N     ","AA    ",1999-01-19,3754000,21.4688,21.5156,20.8125,21.4844
013817101,"N     ","AA    ",1999-01-20,3030000,21.375,21.375,20.9375,20.9688
013817101,"N     ","AA    ",1999-01-21,3724400,20.875,21.6094,20.8594,21
013817101,"N     ","AA    ",1999-01-22,4335200,20.7812,20.8594,20.2812,20.3125
013817101,"N     ","AA    ",1999-01-25,3823200,20.3125,20.8906,20.3125,20.7812
013817101,"N     ","AA    ",1999-01-26,2515600,20.7812,20.9062,20.5625,20.8125
013817101,"N     ","AA    ",1999-01-27,3413600,20.75,20.8125,20.3906,20.4531
013817101,"N     ","AA    ",1999-01-28,3373200,20.3438,21.0625,20.3438,20.9375
013817101,"N     ","AA    ",1999-01-29,2492400,20.9688,20.9688,20.6406,20.8906
013817101,"N     ","AA    ",1999-02-01,4514400,20.9062,21.0938,20.7188,20.7344
013817101,"N     ","AA    ",1999-02-02,3716400,20.4844,20.7188,20.3594,20.4531
013817101,"N     ","AA    ",1999-02-03,4604800,20.3906,20.875,20.3438,20.875
013817101,"N     ","AA    ",1999-02-04,6800000,20.8438,21.6875,20.7969,21.6719
013817101,"N     ","AA    ",1999-02-05,10006400,21.5625,22.5469,21.4531,22.375
013817101,"N     ","AA    ",1999-02-08,6676800,22.1875,22.3125,21.9375,22.125
013817101,"N     ","AA    ",1999-02-09,6275600,22.1562,22.3125,21.9688,22.0312
013817101,"N     ","AA    ",1999-02-10,4189600,21.7969,21.8125,21.5312,21.6562
013817101,"N     ","AA    ",1999-02-11,4129200,21.6562,21.75,21.5625,21.5938
013817101,"N     ","AA    ",1999-02-12,4876000,21.625,21.7969,21.0625,21.1719
013817101,"N     ","AA    ",1999-02-16,5436000,20.75,20.9844,20.2031,20.2188
013817101,"N     ","AA    ",1999-02-17,7298800,19.9062,20.125,19.7344,19.7812
013817101,"N     ","AA    ",1999-02-18,3309600,19.9531,20.5312,19.875,20.4844
013817101,"N     ","AA    ",1999-02-19,2482800,20.4219,20.9375,20.4062,20.75
013817101,"N     ","AA    ",1999-02-22,2572800,20.5781,20.9375,20.5625,20.7969
013817101,"N     ","AA    ",1999-02-23,2324800,20.7344,20.8125,20.5156,20.6875
013817101,"N     ","AA    ",1999-02-24,3300800,20.6875,20.9688,20.6562,20.75
013817101,"N     ","AA    ",1999-02-25,4468000,20.625,20.6875,20.3125,20.5498
013817101,"N     ","AA    ",1999-02-26,1821800,20.6875,20.6875,20,20.25
013817101,"N     ","AA    ",1999-03-01,3233000,20.25,20.7812,20.0938,20.6875
013817101,"N     ","AA    ",1999-03-02,2628600,20.7812,20.8438,19.625,19.8125
013817101,"N     ","AA    ",1999-03-03,5036400,19.875,19.875,19.0938,19.375
013817101,"N     ","AA    ",1999-03-04,7687200,18.5,19.5625,18.4688,19.5625
013817101,"N     ","AA    ",1999-03-05,3652000,20.3125,20.3125,19.625,20.0938
013817101,"N     ","AA    ",1999-03-08,2555000,19.5625,20.2188,19.5625,19.7812
013817101,"N     ","AA    ",1999-03-09,10320000,19.0938,19.4375,17.9688,18.9375
013817101,"N     ","AA    ",1999-03-10,5327000,18.875,19.5,18.5625,19.4375
013817101,"N     ","AA    ",1999-03-11,3439800,19.7188,20,19.0938,19.5
013817101,"N     ","AA    ",1999-03-12,6537400,19.5,19.5,18.125,18.6875
013817101,"N     ","AA    ",1999-03-15,5219400,18.875,19.4688,18.75,18.875
013817101,"N     ","AA    ",1999-03-16,3444200,19,19.125,18.4375,18.9062
013817101,"N     ","AA    ",1999-03-17,3953200,19.125,19.75,19.0625,19.625
013817101,"N     ","AA    ",1999-03-18,3300800,19.625,20.4375,19.5938,20.3125
013817101,"N     ","AA    ",1999-03-19,3315200,20.6562,21.1875,20.4062,21.1875
013817101,"N     ","AA    ",1999-03-22,2578200,21,21.375,20.6562,20.6875
013817101,"N     ","AA    ",1999-03-23,2575600,20.375,20.5,19.8125,20
013817101,"N     ","AA    ",1999-03-24,1915600,20.0625,20.9062,20.0312,20.5
013817101,"N     ","AA    ",1999-03-25,2447400,20.5,21.3438,20.4375,21.0625
013817101,"N     ","AA    ",1999-03-26,3138200,20.75,20.75,20.0938,20.25
013817101,"N     ","AA    ",1999-03-29,2204200,20.3125,21.0625,20.2812,20.9062
013817101,"N     ","AA    ",1999-03-30,2295800,20.5625,20.5938,19.875,20.3125
013817101,"N     ","AA    ",1999-03-31,3019000,20.375,20.7812,20.375,20.5938
013817101,"N     ","AA    ",1999-04-01,1832600,20.5938,20.625,20.3125,20.4375
013817101,"N     ","AA    ",1999-04-05,1587600,20.4688,20.5625,20.2812,20.375
013817101,"N     ","AA    ",1999-04-06,2433400,20.375,20.5938,20.125,20.5312
013817101,"N     ","AA    ",1999-04-07,4831200,21.75,22.0625,20.7812,22
013817101,"N     ","AA    ",1999-04-08,4580000,21.875,21.875,21.3125,21.5
013817101,"N     ","AA    ",1999-04-09,2509600,21.5938,21.9688,21.5,21.9062
013817101,"N     ","AA    ",1999-04-12,4515800,21.9062,22.75,21.8438,22.5312
013817101,"N     ","AA    ",1999-04-13,4617600,22.5,23.4375,22.0312,23.3438
013817101,"N     ","AA    ",1999-04-14,12245796,23.3125,27.1875,23.1875,26.625
013817101,"N     ","AA    ",1999-04-15,20624000,26.625,28.25,26.375,26.9062
013817101,"N     ","AA    ",1999-04-16,13392000,26.5,26.625,25.6562,26.3438
013817101,"N     ","AA    ",1999-04-19,9083204,26.6875,28.5,26.5625,27.3438
013817101,"N     ","AA    ",1999-04-20,7467600,27,27.0312,26.0938,26.4375
013817101,"N     ","AA    ",1999-04-21,4555400,26.5625,26.9062,26.25,26.3125
013817101,"N     ","AA    ",1999-04-22,3857000,26.375,27.4688,26.3125,26.75
013817101,"N     ","AA    ",1999-04-23,2969200,26.3125,27.2188,26.3125,27
013817101,"N     ","AA    ",1999-04-26,2290600,26.9375,26.9688,26.375,26.625
013817101,"N     ","AA    ",1999-04-27,5117600,26.625,28.1562,26.625,27.6875
013817101,"N     ","AA    ",1999-04-28,13105398,28,31.6562,27.9062,31
013817101,"N     ","AA    ",1999-04-29,14055204,31.0312,32.8125,31.0312,32.3438
013817101,"N     ","AA    ",1999-04-30,9059398,32.25,32.5,30.625,31.125
013817101,"N     ","AA    ",1999-05-03,5236000,31.125,31.5,30.2188,30.375
013817101,"N     ","AA    ",1999-05-04,7935000,30.25,31.375,30.1875,30.6562
013817101,"N     ","AA    ",1999-05-05,5033000,30.625,30.625,29.875,30.0938
013817101,"N     ","AA    ",1999-05-06,4631200,30.0625,31.875,29.625,31.875
013817101,"N     ","AA    ",1999-05-07,4395600,31.4375,32.125,31.0625,31.9375
013817101,"N     ","AA    ",1999-05-10,5921800,31.9062,33.0625,31.875,32.5312
013817101,"N     ","AA    ",1999-05-11,5904600,33.4375,33.4688,32.0625,32.5312
013817101,"N     ","AA    ",1999-05-12,4321600,32.0312,32.25,31.4062,31.4062
013817101,"N     ","AA    ",1999-05-13,3092200,31.3125,31.4375,30.9062,31
013817101,"N     ","AA    ",1999-05-14,3517400,30.75,31.9375,30.5938,31.25
013817101,"N     ","AA    ",1999-05-17,3046000,31.75,31.8125,30.9062,31.5625
013817101,"N     ","AA    ",1999-05-18,2849000,31.3125,31.3438,30.25,30.625
013817101,"N     ","AA    ",1999-05-19,3923800,30.4375,31.1875,30.3125,30.5
013817101,"N     ","AA    ",1999-05-20,3493400,30.25,30.5938,29,29.1562
013817101,"N     ","AA    ",1999-05-21,3475000,29.5625,30.2188,29.4375,29.9688
013817101,"N     ","AA    ",1999-05-24,3255200,29.5,30.6562,29.5,30.1562
013817101,"N     ","AA    ",1999-05-25,3219400,30.0312,30.1875,28.375,28.4062
013817101,"N     ","AA    ",1999-05-26,3932800,28.4062,29.5,28.2812,28.8125
013817101,"N     ","AA    ",1999-05-27,5006600,28.75,28.75,27.9375,28.3125
013817101,"N     ","AA    ",1999-05-28,4617600,28.125,28.25,27.2188,27.5
013817101,"N     ","AA    ",1999-06-01,5785800,28.5,30.0312,28.25,29.9375
013817101,"N     ","AA    ",1999-06-02,3385800,29.75,29.9062,29.1562,29.625
013817101,"N     ","AA    ",1999-06-03,2281600,29.5938,30.1562,29.4375,29.9062
013817101,"N     ","AA    ",1999-06-04,1742200,29.8438,30.9688,29.8125,30.9688
013817101,"N     ","AA    ",1999-06-07,2162800,30.25,30.8125,30.25,30.5312
013817101,"N     ","AA    ",1999-06-08,2113200,30.6562,31.6562,30.5,31.5312
013817101,"N     ","AA    ",1999-06-09,2956400,31.5312,31.875,31.2812,31.5
013817101,"N     ","AA    ",1999-06-10,4242200,31.5312,32.6875,31.5,32.375
013817101,"N     ","AA    ",1999-06-11,3511200,32.375,32.4062,31.1875,31.5
013817101,"N     ","AA    ",1999-06-14,2921000,31.375,32.5312,31.375,32.5
013817101,"N     ","AA    ",1999-06-15,2785400,32.5,32.625,32.0312,32.3438
013817101,"N     ","AA    ",1999-06-16,3765000,32.2188,32.625,31.875,32.4688
013817101,"N     ","AA    ",1999-06-17,3380400,32.4688,33.6875,32.4688,33.6875
013817101,"N     ","AA    ",1999-06-18,4656400,33.7812,33.9688,33.2812,33.7812
013817101,"N     ","AA    ",1999-06-21,4058800,33.7188,33.75,31.3125,31.6875
013817101,"N     ","AA    ",1999-06-22,3111600,31.5625,31.5938,30.8125,31.125
013817101,"N     ","AA    ",1999-06-23,3460600,30.9375,31,30.3438,30.9062
013817101,"N     ","AA    ",1999-06-24,4072600,30.875,31.7188,30.0312,30.1875
013817101,"N     ","AA    ",1999-06-25,2826000,30.5625,31.5,30.5625,31.3125
013817101,"N     ","AA    ",1999-06-28,3103600,31.625,32.625,31.5,31.625
013817101,"N     ","AA    ",1999-06-29,1951200,31.625,31.625,30.9688,31.4688
013817101,"N     ","AA    ",1999-06-30,2894600,31.5,32,30.9375,30.9375
013817101,"N     ","AA    ",1999-07-01,3544600,31.0625,31.7188,30.5,31.4688
013817101,"N     ","AA    ",1999-07-02,2537400,31.0312,31.4062,30.75,31.375
013817101,"N     ","AA    ",1999-07-06,4913200,31.5,32.9688,31.5,31.875
013817101,"N     ","AA    ",1999-07-07,6541200,30.5,31.1562,30.25,30.6875
013817101,"N     ","AA    ",1999-07-08,4440000,30.625,31.5625,30.625,31.2188
013817101,"N     ","AA    ",1999-07-09,3288800,31.2188,31.8438,31.1875,31.3125
013817101,"N     ","AA    ",1999-07-12,2083600,31.4375,31.5312,30.7812,31.0938
013817101,"N     ","AA    ",1999-07-13,3482000,30.8438,31.0625,30.6562,31.0312
013817101,"N     ","AA    ",1999-07-14,3632400,31.0312,31.1875,30.75,30.9062
013817101,"N     ","AA    ",1999-07-15,3470600,30.75,30.7812,30.25,30.375
013817101,"N     ","AA    ",1999-07-16,5368400,31.375,31.4375,30.5312,30.5312
013817101,"N     ","AA    ",1999-07-19,2445800,30.6875,30.8438,30.2812,30.5
013817101,"N     ","AA    ",1999-07-20,2016800,30.25,30.6562,29.5625,30.2188
013817101,"N     ","AA    ",1999-07-21,1622800,30,30.5,29.8125,30.0625
013817101,"N     ","AA    ",1999-07-22,2234800,30.0938,30.8438,29.8438,30.75
013817101,"N     ","AA    ",1999-07-23,2532400,30.75,31.0625,29.75,29.75
013817101,"N     ","AA    ",1999-07-26,2070600,29.5,30.2188,29.25,29.3125
013817101,"N     ","AA    ",1999-07-27,3440800,29.375,30.625,29.375,30.3125
013817101,"N     ","AA    ",1999-07-28,1857600,30.125,30.8125,29.875,30.75
013817101,"N     ","AA    ",1999-07-29,1595200,30.25,30.4375,29.875,30.0938
013817101,"N     ","AA    ",1999-07-30,2109000,30,30.0938,29.5625,29.9375
013817101,"N     ","AA    ",1999-08-02,1790400,30.0938,30.875,29.8125,30.7188
013817101,"N     ","AA    ",1999-08-03,2076800,30.7188,31.2188,30.5,31.0938
013817101,"N     ","AA    ",1999-08-04,3546400,30.9375,32.5938,30.9375,32
013817101,"N     ","AA    ",1999-08-05,2992000,31.9688,32.0625,31.5312,31.6562
013817101,"N     ","AA    ",1999-08-06,2123600,31.6562,31.8438,31.0938,31.3125
013817101,"N     ","AA    ",1999-08-09,2247400,31.2188,33,31.2188,32.8125
013817101,"N     ","AA    ",1999-08-10,5048400,32.0625,33.5938,32.0625,33.2188
013817101,"N     ","AA    ",1999-08-11,8251796,33,35.0312,32.5,34.6875
013817101,"N     ","AA    ",1999-08-12,7085800,34.75,35.4375,33.8438,33.875
013817101,"N     ","AA    ",1999-08-13,5335400,33.875,33.875,32.9375,33.25
013817101,"N     ","AA    ",1999-08-16,2837200,33.5,33.5,32.9375,33.4375
013817101,"N     ","AA    ",1999-08-17,2313800,33.4375,33.5312,33.25,33.375
013817101,"N     ","AA    ",1999-08-18,2258000,33.375,33.6875,33.0625,33.4375
013817101,"N     ","AA    ",1999-08-19,7164600,32.75,32.9062,32.1875,32.5938
013817101,"N     ","AA    ",1999-08-20,5627400,32.625,34,32.5938,33.8438
013817101,"N     ","AA    ",1999-08-23,2974600,33.8438,33.875,33,33.0625
013817101,"N     ","AA    ",1999-08-24,3660400,32.6562,32.9375,31.625,32.5312
013817101,"N     ","AA    ",1999-08-25,3485400,32.7188,32.7188,31.625,31.7812
013817101,"N     ","AA    ",1999-08-26,2233400,31.7812,32.125,31.5,31.5938
013817101,"N     ","AA    ",1999-08-27,2374400,31.5938,32,31.25,31.9062
013817101,"N     ","AA    ",1999-08-30,2883800,31.7812,32.375,31.7812,32.0625
013817101,"N     ","AA    ",1999-08-31,3597800,32.125,32.5,31.9375,32.2812
013817101,"N     ","AA    ",1999-09-01,1784800,32.375,32.4062,31.9375,32.375
013817101,"N     ","AA    ",1999-09-02,1807400,32,32.3125,31.6562,32.1562
013817101,"N     ","AA    ",1999-09-03,1306200,32.4375,32.6875,32.0625,32.1562
013817101,"N     ","AA    ",1999-09-07,2765400,32.1562,32.625,32.1562,32.5
013817101,"N     ","AA    ",1999-09-08,2273000,32.5,32.8125,32.375,32.75
013817101,"N     ","AA    ",1999-09-09,1623000,32.625,32.9688,32.5938,32.8125
013817101,"N     ","AA    ",1999-09-10,1964800,32.7812,33.125,32.6562,32.9062
013817101,"N     ","AA    ",1999-09-13,1332400,32.7188,32.75,32.4062,32.6875
013817101,"N     ","AA    ",1999-09-14,2338200,32.5625,32.7812,32.4375,32.6875
013817101,"N     ","AA    ",1999-09-15,2181200,32.7188,32.7812,32.25,32.5938
013817101,"N     ","AA    ",1999-09-16,2700600,32.5,32.5625,31.9062,32
013817101,"N     ","AA    ",1999-09-17,2955000,32.75,32.75,32.4062,32.75
013817101,"N     ","AA    ",1999-09-20,1756800,32.5625,32.6562,32.2812,32.4688
013817101,"N     ","AA    ",1999-09-21,3157600,32.4688,32.4688,31.0625,31.2188
013817101,"N     ","AA    ",1999-09-22,3471800,31.25,31.4688,30.7188,31
013817101,"N     ","AA    ",1999-09-23,1698800,30.9688,30.9688,30.2812,30.3125
013817101,"N     ","AA    ",1999-09-24,2448400,30.3125,30.3438,29.3125,29.9375
013817101,"N     ","AA    ",1999-09-27,3297600,30,30.7812,29.7344,30.5625
013817101,"N     ","AA    ",1999-09-28,2744400,30.5625,30.8438,30.125,30.4375
013817101,"N     ","AA    ",1999-09-29,1823200,30.4688,30.75,30.2812,30.5312
013817101,"N     ","AA    ",1999-09-30,3526200,30.5312,31.3125,30.2812,31.0312
013817101,"N     ","AA    ",1999-10-01,1623400,31.1562,31.2188,30.0625,30.125
013817101,"N     ","AA    ",1999-10-04,2394600,30.2188,31.1875,30.0625,31.1875
013817101,"N     ","AA    ",1999-10-05,2789800,31.1562,32.0625,30.9688,32.0625
013817101,"N     ","AA    ",1999-10-06,7896400,31.75,31.7812,29.875,31
013817101,"N     ","AA    ",1999-10-07,4625400,30.125,30.875,30,30.8125
013817101,"N     ","AA    ",1999-10-08,2652000,30.75,30.875,30.2188,30.8125
013817101,"N     ","AA    ",1999-10-11,2187400,30.8125,31.6875,30.6562,31.5
013817101,"N     ","AA    ",1999-10-12,1906600,31.2812,31.3125,30.9062,31.0938
013817101,"N     ","AA    ",1999-10-13,2301000,31.125,31.1562,30.4375,30.4688
013817101,"N     ","AA    ",1999-10-14,2096200,30.625,30.9062,29.9375,30.75
013817101,"N     ","AA    ",1999-10-15,2316200,30.3125,31.0938,30,30.75
013817101,"N     ","AA    ",1999-10-18,1773400,30.5625,31.0312,30.4375,30.5312
013817101,"N     ","AA    ",1999-10-19,2183400,30.6562,30.875,30.25,30.5
013817101,"N     ","AA    ",1999-10-20,1733000,30.625,31.4688,30.3125,31.2188
013817101,"N     ","AA    ",1999-10-21,1809000,31.2188,31.25,30.6562,31.2188
013817101,"N     ","AA    ",1999-10-22,1323400,31.4062,31.5,31.1562,31.4062
013817101,"N     ","AA    ",1999-10-25,1976000,31.2812,31.8438,31.1875,31.3125
013817101,"N     ","AA    ",1999-10-26,2940800,31.4062,31.75,30.5938,30.5938
013817101,"N     ","AA    ",1999-10-27,3264800,30.875,30.9062,28.875,29.3438
013817101,"N     ","AA    ",1999-10-28,4677400,30,30,28.875,29
013817101,"N     ","AA    ",1999-10-29,6247600,29,30.4062,28.625,30.375
013817101,"N     ","AA    ",1999-11-01,3606600,30.5,30.9375,30.2812,30.5312
013817101,"N     ","AA    ",1999-11-02,2431800,30.5,31,30.4062,30.4062
013817101,"N     ","AA    ",1999-11-03,2068400,30.625,30.6875,29.8125,29.8438
013817101,"N     ","AA    ",1999-11-04,1993800,29.9375,30.0312,29.5625,29.875
013817101,"N     ","AA    ",1999-11-05,2431800,30.75,30.8125,30.1562,30.5938
013817101,"N     ","AA    ",1999-11-08,3610800,30.5312,30.6875,29.0312,29.9375
013817101,"N     ","AA    ",1999-11-09,2411000,30.0625,30.3438,29.625,30.0312
013817101,"N     ","AA    ",1999-11-10,2007200,30,30,29.5312,29.7812
013817101,"N     ","AA    ",1999-11-11,2063400,30.0625,30.5938,30.0625,30.4375
013817101,"N     ","AA    ",1999-11-12,2576000,30.8125,31.2812,30.5,31.1562
013817101,"N     ","AA    ",1999-11-15,3080000,31.125,32.0625,31,31.9688
013817101,"N     ","AA    ",1999-11-16,2801000,32.0938,32.1875,31.5,31.7188
013817101,"N     ","AA    ",1999-11-17,3194000,31.5938,31.6875,31.25,31.3438
013817101,"N     ","AA    ",1999-11-18,2207400,31.6875,31.6875,31.0938,31.3125
013817101,"N     ","AA    ",1999-11-19,2388800,31.75,32,31.4062,31.9062
013817101,"N     ","AA    ",1999-11-22,3583600,31.9062,32.5,31.6562,32.3125
013817101,"N     ","AA    ",1999-11-23,4458600,32.3125,32.875,32.25,32.5625
013817101,"N     ","AA    ",1999-11-24,2852800,32.375,32.375,31.875,32.25
013817101,"N     ","AA    ",1999-11-26,1129800,32.75,32.8438,32.5625,32.625
013817101,"N     ","AA    ",1999-11-29,3083600,32.5625,32.625,32.3438,32.5
013817101,"N     ","AA    ",1999-11-30,4341800,32.5,32.9375,32.4688,32.75
013817101,"N     ","AA    ",1999-12-01,4285800,33.5,33.5,32.7812,33.4062
013817101,"N     ","AA    ",1999-12-02,5377200,33.625,35.375,33.5938,35.0312
013817101,"N     ","AA    ",1999-12-03,7656800,35.3125,35.625,34.9375,35.5938
013817101,"N     ","AA    ",1999-12-06,5080600,35.8125,36.75,35.7812,35.8125
013817101,"N     ","AA    ",1999-12-07,3639800,35.75,36.7188,35.5938,36.4062
013817101,"N     ","AA    ",1999-12-08,3868600,36.375,36.375,35.6562,35.8809
013817101,"N     ","AA    ",1999-12-09,4116200,36.0625,36.75,35.9375,36.6875
013817101,"N     ","AA    ",1999-12-10,5631400,37,38.4375,36.875,37.9375
013817101,"N     ","AA    ",1999-12-13,4148200,37.4375,38.25,37.4375,37.875
013817101,"N     ","AA    ",1999-12-14,5739800,37.6875,38.5312,37.125,37.3438
013817101,"N     ","AA    ",1999-12-15,6010200,37.3438,39.5312,36.8438,39.5
